,Load_Main,Load_AreaA,Load_AreaB,Load_AreaC,Temperature
2023-02-06 07:00:00,656.991,433.506,777.617,613.693,376.180
2023-02-06 07:15:00,676.988,422.356,787.683,620.937,428.154
2023-02-06 07:30:00,688.540,479.995,767.949,628.764,396.215
2023-02-06 07:45:00,696.469,444.898,782.418,642.764,375.133
2023-02-06 08:00:00,691.367,453.889,873.699,651.639,375.349
2023-02-06 08:15:00,630.393,428.522,736.208,538.440,392.663
2023-02-06 08:30:00,641.723,456.200,662.854,591.433,381.803
2023-02-06 08:45:00,660.485,438.538,741.183,589.479,377.866
2023-02-06 09:00:00,663.415,495.902,755.982,593.846,377.539
2023-02-06 09:15:00,607.126,392.393,658.567,563.915,375.399
2023-02-06 09:30:00,626.392,414.494,716.196,600.481,356.351
2023-02-06 09:45:00,603.829,377.023,678.630,589.648,358.839
2023-02-06 10:00:00,613.599,406.904,711.906,551.711,378.557
2023-02-06 10:15:00,595.534,394.526,675.751,485.220,344.836
2023-02-06 10:30:00,549.931,383.598,610.019,507.481,362.865
2023-02-06 10:45:00,490.941,330.225,553.740,411.667,286.900
2023-02-06 11:00:00,529.716,331.135,636.279,497.048,332.574
2023-02-06 11:15:00,501.703,332.517,579.009,441.785,322.052
2023-02-06 11:30:00,487.595,300.127,553.848,456.119,276.807
2023-02-06 11:45:00,499.104,338.155,585.209,440.402,306.273
2023-02-06 12:00:00,470.604,291.914,541.144,407.341,318.980
2023-02-06 12:15:00,431.943,245.813,461.325,372.313,279.804
2023-02-06 12:30:00,464.102,273.413,555.686,435.708,300.880
2023-02-06 12:45:00,443.008,258.580,489.480,378.487,289.885
2023-02-06 13:00:00,456.296,283.391,513.779,431.803,320.049
2023-02-06 13:15:00,432.297,259.811,448.707,436.812,299.086
2023-02-06 13:30:00,475.819,308.729,573.494,474.516,302.227
2023-02-06 13:45:00,443.321,278.359,513.808,372.733,284.427
2023-02-06 14:00:00,467.863,317.015,547.157,400.795,322.737
2023-02-06 14:15:00,405.283,273.002,492.117,383.447,284.710
2023-02-06 14:30:00,455.460,287.951,550.095,395.521,320.318
2023-02-06 14:45:00,453.076,325.557,498.500,430.443,312.348
2023-02-06 15:00:00,438.376,261.784,504.520,365.680,236.525
2023-02-06 15:15:00,463.790,326.625,530.612,425.113,324.816
2023-02-06 15:30:00,481.339,316.774,547.760,463.602,314.783
2023-02-06 15:45:00,414.815,259.770,451.292,347.485,290.355
2023-02-06 16:00:00,461.540,328.236,576.371,422.044,268.506
2023-02-06 16:15:00,402.541,275.580,495.375,367.470,272.247
2023-02-06 16:30:00,427.992,251.305,506.380,407.094,292.246
2023-02-06 16:45:00,468.511,313.632,582.205,416.315,284.308
2023-02-06 17:00:00,420.982,282.713,499.311,355.886,312.283
2023-02-06 17:15:00,400.234,285.337,450.570,312.681,293.530
2023-02-06 17:30:00,406.627,278.942,454.134,403.252,275.423
2023-02-06 17:45:00,434.661,298.952,512.204,418.255,326.513
2023-02-06 18:00:00,350.516,216.801,358.993,321.938,266.863
2023-02-06 18:15:00,349.608,222.002,429.783,320.514,284.545
2023-02-06 18:30:00,379.849,240.599,384.716,358.816,257.252
2023-02-06 18:45:00,370.902,201.119,461.814,362.479,276.966
2023-02-06 19:00:00,319.923,240.116,383.805,249.951,272.134
2023-02-06 19:15:00,284.716,157.087,389.847,222.781,255.199
2023-02-06 19:30:00,330.796,221.735,386.178,261.963,270.480
2023-02-06 19:45:00,307.000,191.273,374.041,274.829,265.198
2023-02-06 20:00:00,287.459,180.888,352.882,268.465,262.476
2023-02-06 20:15:00,249.284,178.973,258.339,251.617,178.175
2023-02-06 20:30:00,260.115,149.567,264.976,175.267,216.374
2023-02-06 20:45:00,254.164,176.621,262.408,204.401,190.303
2023-02-06 21:00:00,273.613,189.502,313.608,254.599,198.327
2023-02-06 21:15:00,297.434,173.942,341.816,279.240,229.588
2023-02-06 21:30:00,292.834,213.121,337.849,265.015,229.417
2023-02-06 21:45:00,273.165,211.743,329.953,226.558,253.759
2023-02-06 22:00:00,346.716,275.984,374.953,303.587,237.236
2023-02-06 22:15:00,337.449,212.791,414.914,307.439,258.205
2023-02-06 22:30:00,366.630,243.088,435.401,299.531,295.405
2023-02-06 22:45:00,400.123,266.385,510.724,349.342,277.296
2023-02-06 23:00:00,372.320,258.652,441.958,312.155,304.063
2023-02-06 23:15:00,436.270,327.289,499.489,412.413,260.753
2023-02-06 23:30:00,462.523,312.810,600.621,405.405,289.722
2023-02-06 23:45:00,483.428,327.080,553.255,415.993,341.144
2023-02-07 00:00:00,500.350,297.861,584.666,448.937,307.950
2023-02-07 00:15:00,583.458,430.463,684.881,553.341,349.066
2023-02-07 00:30:00,541.739,340.247,652.794,497.895,366.780
2023-02-07 00:45:00,610.367,330.248,704.658,585.785,376.106
2023-02-07 01:00:00,646.401,363.268,831.907,615.564,348.962
2023-02-07 01:15:00,660.944,437.741,741.741,591.571,395.488
2023-02-07 01:30:00,686.325,414.283,836.940,634.381,381.808
2023-02-07 01:45:00,660.721,430.813,713.033,632.013,375.409
2023-02-07 02:00:00,736.081,441.084,814.987,666.573,412.752
2023-02-07 02:15:00,722.111,476.998,780.628,669.625,398.432
2023-02-07 02:30:00,691.960,463.881,766.147,616.762,405.602
2023-02-07 02:45:00,798.373,523.338,865.776,729.542,423.659
2023-02-07 03:00:00,799.329,502.156,922.691,729.706,445.199
2023-02-07 03:15:00,773.974,525.047,861.498,725.855,443.211
2023-02-07 03:30:00,694.168,441.225,846.767,630.198,396.474
2023-02-07 03:45:00,809.256,521.308,946.730,749.257,444.948
2023-02-07 04:00:00,776.202,491.789,894.765,722.491,432.108
2023-02-07 04:15:00,814.674,522.840,945.379,732.140,448.187
2023-02-07 04:30:00,773.757,549.723,910.494,703.002,427.646
2023-02-07 04:45:00,808.485,525.391,967.925,753.993,440.670
2023-02-07 05:00:00,771.719,469.876,871.565,750.428,426.494
2023-02-07 05:15:00,777.832,481.610,872.696,687.947,434.482
2023-02-07 05:30:00,763.998,489.694,891.871,714.436,417.817
2023-02-07 05:45:00,746.302,465.230,908.453,713.308,415.884
2023-02-07 06:00:00,679.705,465.550,738.080,627.432,409.732
2023-02-07 06:15:00,709.632,425.837,828.851,632.992,439.974
2023-02-07 06:30:00,718.678,464.164,867.791,660.031,451.771
2023-02-07 06:45:00,701.485,481.231,826.409,624.088,403.002
2023-02-07 07:00:00,721.771,453.399,840.662,652.968,390.148
2023-02-07 07:15:00,691.877,460.697,812.951,645.005,392.368
2023-02-07 07:30:00,715.520,464.080,880.556,656.947,408.832
2023-02-07 07:45:00,685.382,444.709,813.628,634.864,413.633
2023-02-07 08:00:00,715.503,477.874,773.193,632.539,393.287
2023-02-07 08:15:00,664.423,385.403,761.380,597.828,383.536
2023-02-07 08:30:00,665.490,462.652,768.115,625.737,367.999
2023-02-07 08:45:00,623.788,358.037,750.184,537.038,399.509
2023-02-07 09:00:00,614.585,427.878,709.437,536.239,375.602
2023-02-07 09:15:00,597.049,398.932,687.119,542.562,352.434
2023-02-07 09:30:00,612.278,409.809,705.486,551.912,366.065
2023-02-07 09:45:00,584.128,420.048,679.423,554.326,329.353
2023-02-07 10:00:00,609.357,425.668,697.772,507.923,371.927
2023-02-07 10:15:00,532.370,366.395,598.813,487.966,339.882
2023-02-07 10:30:00,572.908,365.027,654.117,557.236,317.279
2023-02-07 10:45:00,537.508,340.362,627.898,501.701,321.875
2023-02-07 11:00:00,460.849,320.589,549.838,390.240,298.959
2023-02-07 11:15:00,505.002,339.573,668.319,518.009,316.797
2023-02-07 11:30:00,488.099,324.794,518.779,437.021,306.121
2023-02-07 11:45:00,481.778,311.732,572.835,389.684,315.005
2023-02-07 12:00:00,438.622,274.909,551.640,421.397,320.546
2023-02-07 12:15:00,444.431,254.130,486.344,391.096,306.392
2023-02-07 12:30:00,484.300,330.884,578.854,486.721,334.928
2023-02-07 12:45:00,438.972,280.790,493.141,419.730,302.149
2023-02-07 13:00:00,456.438,290.518,508.379,466.807,296.831
2023-02-07 13:15:00,411.342,222.058,449.583,355.260,281.348
2023-02-07 13:30:00,410.760,269.311,469.472,406.015,298.754
2023-02-07 13:45:00,447.631,256.876,510.674,393.930,308.784
2023-02-07 14:00:00,400.172,249.246,484.304,375.717,304.066
2023-02-07 14:15:00,424.286,295.603,441.716,394.136,289.840
2023-02-07 14:30:00,427.484,279.447,518.807,423.805,265.876
2023-02-07 14:45:00,434.475,279.774,526.135,417.534,290.284
2023-02-07 15:00:00,429.164,260.791,503.425,384.603,264.801
2023-02-07 15:15:00,441.280,273.143,580.682,429.928,294.090
2023-02-07 15:30:00,444.918,328.831,551.125,407.301,276.841
2023-02-07 15:45:00,445.224,308.889,495.979,424.865,296.413
2023-02-07 16:00:00,412.982,256.886,436.865,386.448,287.846
2023-02-07 16:15:00,422.171,271.773,463.486,383.708,286.689
2023-02-07 16:30:00,443.419,294.406,491.339,378.826,292.408
2023-02-07 16:45:00,432.298,291.946,438.640,402.188,286.009
2023-02-07 17:00:00,381.448,247.333,454.482,336.082,292.983
2023-02-07 17:15:00,402.617,217.442,420.966,343.345,286.123
2023-02-07 17:30:00,348.652,225.837,408.406,339.030,232.092
2023-02-07 17:45:00,371.929,239.442,457.730,328.296,271.164
2023-02-07 18:00:00,390.657,305.360,494.039,319.689,303.582
2023-02-07 18:15:00,323.918,277.841,364.461,298.054,241.261
2023-02-07 18:30:00,309.848,217.455,333.404,281.715,237.014
2023-02-07 18:45:00,322.472,192.679,413.608,295.316,260.362
2023-02-07 19:00:00,264.693,189.026,352.603,242.134,210.484
2023-02-07 19:15:00,265.714,130.252,327.416,222.325,205.032
2023-02-07 19:30:00,275.568,165.802,294.763,244.738,202.058
2023-02-07 19:45:00,240.220,115.483,234.109,243.866,228.324
2023-02-07 20:00:00,236.084,167.219,307.216,236.007,230.085
2023-02-07 20:15:00,246.678,130.074,281.708,219.167,208.136
2023-02-07 20:30:00,240.990,149.469,316.812,234.585,195.613
2023-02-07 20:45:00,232.233,149.848,245.781,215.701,228.554
2023-02-07 21:00:00,221.911,143.519,290.676,196.904,206.502
2023-02-07 21:15:00,240.238,144.333,321.314,248.446,179.971
2023-02-07 21:30:00,241.182,165.186,269.615,202.201,223.166
2023-02-07 21:45:00,264.281,140.427,313.799,249.882,230.957
2023-02-07 22:00:00,259.271,212.008,261.004,201.934,248.701
2023-02-07 22:15:00,284.979,159.385,291.374,270.112,249.100
2023-02-07 22:30:00,294.604,192.485,348.948,256.514,253.966
2023-02-07 22:45:00,348.007,241.829,382.923,311.769,243.407
2023-02-07 23:00:00,353.096,246.580,413.763,318.443,236.887
2023-02-07 23:15:00,377.792,264.949,439.704,298.761,280.343
2023-02-07 23:30:00,447.468,251.035,535.468,376.161,299.320
2023-02-07 23:45:00,478.025,287.781,566.679,458.045,322.845
2023-02-08 00:00:00,491.642,322.964,594.846,454.612,318.919
2023-02-08 00:15:00,496.147,334.525,577.834,488.539,344.462
2023-02-08 00:30:00,537.194,380.605,627.607,464.125,327.117
2023-02-08 00:45:00,589.187,370.121,677.498,560.778,356.429
2023-02-08 01:00:00,599.821,367.259,723.386,561.971,348.532
2023-02-08 01:15:00,597.023,374.394,745.470,574.881,343.059
2023-02-08 01:30:00,627.647,464.456,745.783,575.068,394.908
2023-02-08 01:45:00,649.361,459.595,762.684,599.934,377.704
2023-02-08 02:00:00,676.875,435.731,771.451,603.420,435.125
2023-02-08 02:15:00,620.964,435.747,721.884,565.334,344.203
2023-02-08 02:30:00,714.613,450.186,809.165,646.634,407.595
2023-02-08 02:45:00,728.688,497.510,818.283,641.232,414.367
2023-02-08 03:00:00,694.687,417.074,792.612,642.108,420.319
2023-02-08 03:15:00,665.803,441.684,822.941,633.261,370.448
2023-02-08 03:30:00,714.588,489.969,819.064,683.379,395.106
2023-02-08 03:45:00,706.304,450.932,864.199,631.967,377.059
2023-02-08 04:00:00,726.952,487.854,804.886,667.995,437.152
2023-02-08 04:15:00,715.386,450.962,827.140,655.193,375.164
2023-02-08 04:30:00,719.172,475.051,850.111,694.080,409.848
2023-02-08 04:45:00,690.988,437.103,819.345,675.007,441.352
2023-02-08 05:00:00,676.382,460.127,743.184,593.565,411.032
2023-02-08 05:15:00,712.609,431.586,780.595,666.303,427.210
2023-02-08 05:30:00,738.438,454.605,869.026,691.048,446.221
2023-02-08 05:45:00,707.661,492.622,796.106,646.637,406.182
2023-02-08 06:00:00,677.218,378.705,799.103,595.256,393.889
2023-02-08 06:15:00,706.319,443.082,858.213,665.333,402.475
2023-02-08 06:30:00,704.833,454.589,789.562,675.203,400.545
2023-02-08 06:45:00,621.524,412.816,698.043,559.769,357.585
2023-02-08 07:00:00,677.259,428.273,714.010,649.399,415.791
2023-02-08 07:15:00,673.184,409.425,799.796,619.418,379.792
2023-02-08 07:30:00,635.115,443.482,798.555,615.588,368.963
2023-02-08 07:45:00,613.474,425.090,665.596,595.635,341.550
2023-02-08 08:00:00,585.395,371.024,713.011,538.045,369.102
2023-02-08 08:15:00,589.862,338.644,721.076,551.855,384.612
2023-02-08 08:30:00,593.149,393.201,707.209,530.244,317.102
2023-02-08 08:45:00,613.929,403.597,686.642,529.097,393.429
2023-02-08 09:00:00,600.890,373.902,683.235,558.335,373.643
2023-02-08 09:15:00,563.466,317.377,665.663,486.131,368.254
2023-02-08 09:30:00,570.263,363.882,672.542,570.690,354.826
2023-02-08 09:45:00,514.859,353.822,584.072,498.717,336.753
2023-02-08 10:00:00,556.550,384.687,654.765,508.691,348.599
2023-02-08 10:15:00,502.502,325.522,566.322,520.982,303.014
2023-02-08 10:30:00,489.426,302.540,559.238,436.404,313.591
2023-02-08 10:45:00,485.949,334.229,552.351,438.440,305.565
2023-02-08 11:00:00,470.350,277.302,575.937,423.822,327.686
2023-02-08 11:15:00,461.799,266.299,485.356,423.447,299.869
2023-02-08 11:30:00,433.745,279.723,519.603,392.225,302.293
2023-02-08 11:45:00,408.863,304.422,481.689,386.198,263.962
2023-02-08 12:00:00,372.423,281.674,355.673,320.656,302.141
2023-02-08 12:15:00,390.195,220.683,476.598,361.794,280.778
2023-02-08 12:30:00,394.131,245.254,485.116,350.665,253.286
2023-02-08 12:45:00,370.664,301.779,413.296,342.390,286.450
2023-02-08 13:00:00,384.507,232.719,457.696,329.922,278.320
2023-02-08 13:15:00,391.996,295.291,459.359,341.617,291.039
2023-02-08 13:30:00,340.329,245.614,462.799,359.856,312.816
2023-02-08 13:45:00,355.580,260.898,424.994,306.867,282.855
2023-02-08 14:00:00,363.781,225.311,421.732,346.194,285.204
2023-02-08 14:15:00,363.755,226.034,453.357,322.845,259.107
2023-02-08 14:30:00,354.892,207.914,459.572,304.119,263.888
2023-02-08 14:45:00,395.071,276.767,520.636,364.876,271.612
2023-02-08 15:00:00,376.057,203.524,413.344,326.857,246.836
2023-02-08 15:15:00,369.531,236.110,438.713,351.364,260.089
2023-02-08 15:30:00,344.731,264.937,376.563,314.408,278.326
2023-02-08 15:45:00,346.672,240.200,472.950,348.332,265.545
2023-02-08 16:00:00,370.102,265.632,427.131,311.770,247.042
2023-02-08 16:15:00,325.922,170.748,405.437,305.922,248.427
2023-02-08 16:30:00,375.823,219.433,426.905,353.904,256.189
2023-02-08 16:45:00,348.483,256.118,416.727,298.680,267.785
2023-02-08 17:00:00,400.987,263.786,403.348,354.300,268.081
2023-02-08 17:15:00,373.622,216.864,462.951,312.417,259.459
2023-02-08 17:30:00,316.787,221.571,405.989,257.123,223.575
2023-02-08 17:45:00,304.737,184.740,331.485,277.749,271.858
2023-02-08 18:00:00,309.854,264.844,298.416,302.816,243.001
2023-02-08 18:15:00,306.904,214.463,400.391,279.456,240.723
2023-02-08 18:30:00,230.751,126.923,308.757,210.315,218.307
2023-02-08 18:45:00,211.469,159.480,268.502,165.988,211.904
2023-02-08 19:00:00,216.412,181.037,242.950,152.864,194.229
2023-02-08 19:15:00,222.067,144.195,246.415,211.827,213.083
2023-02-08 19:30:00,206.435,114.985,280.090,175.385,204.232
2023-02-08 19:45:00,204.487,134.025,224.896,148.508,220.185
2023-02-08 20:00:00,152.427,83.758,180.330,128.264,194.504
2023-02-08 20:15:00,126.053,75.476,144.792,121.454,170.252
2023-02-08 20:30:00,178.045,81.008,215.246,172.658,191.653
2023-02-08 20:45:00,152.941,121.292,172.447,145.081,177.355
2023-02-08 21:00:00,124.137,51.957,143.068,98.904,171.614
2023-02-08 21:15:00,173.468,127.958,256.817,172.668,188.801
2023-02-08 21:30:00,195.425,119.424,241.530,179.341,201.029
2023-02-08 21:45:00,185.244,125.981,225.277,151.148,167.673
2023-02-08 22:00:00,205.660,121.812,262.806,164.631,190.743
2023-02-08 22:15:00,224.096,150.568,221.908,210.487,235.499
2023-02-08 22:30:00,227.234,158.518,293.883,228.173,199.025
2023-02-08 22:45:00,258.696,159.381,307.193,251.061,220.975
2023-02-08 23:00:00,282.027,140.079,304.584,263.055,236.611
2023-02-08 23:15:00,332.828,224.763,379.672,320.136,250.037
2023-02-08 23:30:00,376.232,254.322,449.728,398.305,260.322
2023-02-08 23:45:00,392.498,219.305,454.131,367.430,293.571
2023-02-09 00:00:00,407.728,240.496,503.644,378.573,264.424
2023-02-09 00:15:00,457.872,288.922,502.504,433.223,266.093
2023-02-09 00:30:00,427.343,220.402,455.443,409.663,314.134
2023-02-09 00:45:00,517.644,354.166,570.906,446.843,303.839
2023-02-09 01:00:00,542.954,340.700,611.288,503.415,350.218
2023-02-09 01:15:00,560.657,371.641,649.049,537.889,337.284
2023-02-09 01:30:00,550.214,331.082,622.140,544.601,367.126
2023-02-09 01:45:00,613.649,449.309,667.708,565.001,360.996
2023-02-09 02:00:00,642.608,382.181,695.702,581.206,367.298
2023-02-09 02:15:00,614.844,387.187,666.162,569.286,381.914
2023-02-09 02:30:00,601.105,420.696,682.044,538.851,382.758
2023-02-09 02:45:00,595.093,358.075,658.402,582.010,387.191
2023-02-09 03:00:00,596.104,389.743,673.237,558.995,313.226
2023-02-09 03:15:00,682.691,459.420,827.574,626.919,357.437
2023-02-09 03:30:00,654.933,388.044,715.743,627.037,362.369
2023-02-09 03:45:00,644.801,402.404,751.108,567.842,357.801
2023-02-09 04:00:00,580.286,381.940,629.416,488.280,343.238
2023-02-09 04:15:00,610.082,407.887,658.877,570.554,364.947
2023-02-09 04:30:00,604.669,372.478,707.251,579.923,365.315
2023-02-09 04:45:00,655.340,471.985,775.239,599.782,392.105
2023-02-09 05:00:00,641.510,429.005,762.985,575.248,364.047
2023-02-09 05:15:00,623.659,424.795,752.759,552.717,367.843
2023-02-09 05:30:00,621.648,422.021,709.222,544.758,367.533
2023-02-09 05:45:00,619.347,363.493,721.048,584.433,368.042
2023-02-09 06:00:00,643.301,415.276,727.465,609.832,368.221
2023-02-09 06:15:00,613.943,398.657,747.408,585.025,369.406
2023-02-09 06:30:00,634.869,406.306,700.937,584.239,355.276
2023-02-09 06:45:00,722.055,474.522,846.389,638.857,439.792
2023-02-09 07:00:00,625.366,353.806,685.084,559.609,354.327
2023-02-09 07:15:00,586.976,384.736,678.542,553.188,361.907
2023-02-09 07:30:00,526.736,334.795,554.340,461.776,324.854
2023-02-09 07:45:00,585.863,327.910,680.993,536.753,345.497
2023-02-09 08:00:00,545.257,364.978,690.217,479.252,310.886
2023-02-09 08:15:00,514.890,305.149,574.247,458.369,316.204
2023-02-09 08:30:00,523.544,330.791,594.321,456.319,325.056
2023-02-09 08:45:00,530.554,338.500,637.872,488.468,321.803
2023-02-09 09:00:00,459.190,252.319,529.496,390.267,315.825
2023-02-09 09:15:00,495.129,278.475,608.507,438.791,348.139
2023-02-09 09:30:00,453.120,308.162,533.682,435.595,299.974
2023-02-09 09:45:00,453.038,279.379,549.010,439.869,310.425
2023-02-09 10:00:00,473.746,298.112,481.521,450.604,331.803
2023-02-09 10:15:00,426.231,278.871,493.108,423.271,271.237
2023-02-09 10:30:00,450.744,249.028,482.905,385.653,332.210
2023-02-09 10:45:00,383.784,239.267,428.714,351.072,249.766
2023-02-09 11:00:00,401.046,257.915,475.030,370.623,280.396
2023-02-09 11:15:00,409.984,310.603,464.133,420.126,296.130
2023-02-09 11:30:00,371.841,218.689,402.523,336.870,296.556
2023-02-09 11:45:00,353.911,249.764,447.130,343.226,261.380
2023-02-09 12:00:00,338.893,220.235,421.957,349.040,257.417
2023-02-09 12:15:00,323.693,182.011,328.347,300.664,278.822
2023-02-09 12:30:00,311.978,186.962,383.174,276.699,217.726
2023-02-09 12:45:00,316.187,227.178,369.061,282.476,228.360
2023-02-09 13:00:00,315.237,224.329,370.069,252.366,224.050
2023-02-09 13:15:00,325.647,198.663,424.271,289.493,230.733
2023-02-09 13:30:00,298.365,202.531,348.077,243.226,222.707
2023-02-09 13:45:00,289.441,162.211,355.712,283.495,257.967
2023-02-09 14:00:00,277.722,176.105,326.230,221.137,258.453
2023-02-09 14:15:00,284.126,173.942,333.769,270.025,240.500
2023-02-09 14:30:00,295.199,215.174,309.868,296.612,255.728
2023-02-09 14:45:00,319.292,219.111,445.710,309.786,262.431
2023-02-09 15:00:00,302.396,179.656,249.337,267.578,240.990
2023-02-09 15:15:00,324.180,196.305,349.589,315.050,266.353
2023-02-09 15:30:00,315.252,204.188,346.900,290.245,259.731
2023-02-09 15:45:00,278.119,176.745,348.906,245.808,242.883
2023-02-09 16:00:00,324.796,204.129,328.364,290.817,251.528
2023-02-09 16:15:00,324.236,201.955,367.253,308.041,253.067
2023-02-09 16:30:00,287.110,221.101,355.357,229.895,231.792
2023-02-09 16:45:00,305.684,187.397,312.565,270.140,210.597
2023-02-09 17:00:00,274.399,185.859,311.177,260.692,228.609
2023-02-09 17:15:00,281.413,243.485,318.247,247.622,233.535
2023-02-09 17:30:00,245.519,138.425,263.212,197.458,202.114
2023-02-09 17:45:00,222.807,149.642,257.404,185.373,200.496
2023-02-09 18:00:00,233.867,158.125,255.330,218.944,226.164
2023-02-09 18:15:00,223.267,144.846,287.721,216.029,225.088
2023-02-09 18:30:00,202.410,132.594,249.712,210.078,171.077
2023-02-09 18:45:00,172.732,90.301,192.743,176.091,176.566
2023-02-09 19:00:00,171.103,120.188,198.877,174.335,202.773
2023-02-09 19:15:00,166.989,62.612,179.587,111.355,164.028
2023-02-09 19:30:00,149.421,142.070,214.611,154.033,177.421
2023-02-09 19:45:00,142.051,135.159,177.830,119.309,154.407
2023-02-09 20:00:00,116.051,67.202,128.979,75.053,150.411
2023-02-09 20:15:00,145.142,120.636,180.947,145.804,184.407
2023-02-09 20:30:00,96.077,55.116,170.930,92.327,169.727
2023-02-09 20:45:00,120.447,78.536,116.579,130.276,187.038
2023-02-09 21:00:00,141.136,74.715,190.612,118.087,226.793
2023-02-09 21:15:00,134.566,107.962,168.006,123.675,170.414
2023-02-09 21:30:00,128.442,68.955,140.792,78.549,168.882
2023-02-09 21:45:00,142.105,111.997,140.073,173.877,199.892
2023-02-09 22:00:00,174.303,112.246,227.942,130.916,209.993
2023-02-09 22:15:00,167.003,108.121,201.359,135.816,196.604
2023-02-09 22:30:00,185.239,83.123,259.227,147.744,187.162
2023-02-09 22:45:00,219.737,144.325,290.072,206.702,221.236
2023-02-09 23:00:00,283.905,155.892,336.105,242.534,222.960
2023-02-09 23:15:00,302.891,198.419,325.220,302.380,229.284
2023-02-09 23:30:00,306.356,247.625,418.047,288.773,247.529
2023-02-09 23:45:00,338.759,185.455,369.756,278.875,292.744
2023-02-10 00:00:00,357.309,228.578,437.483,345.882,257.808
2023-02-10 00:15:00,378.727,230.285,378.840,368.491,272.547
2023-02-10 00:30:00,450.687,266.938,568.551,398.604,271.904
2023-02-10 00:45:00,455.132,276.055,458.318,393.546,285.761
2023-02-10 01:00:00,519.412,374.389,587.291,486.630,334.311
2023-02-10 01:15:00,542.712,396.175,590.130,513.785,345.704
2023-02-10 01:30:00,578.965,350.169,710.466,510.572,386.512
2023-02-10 01:45:00,534.910,357.714,591.397,512.435,315.119
2023-02-10 02:00:00,562.800,342.845,664.142,505.155,347.598
2023-02-10 02:15:00,596.270,370.618,694.254,574.599,350.343
2023-02-10 02:30:00,610.018,345.281,655.279,526.460,369.126
2023-02-10 02:45:00,574.745,426.880,693.884,512.633,340.263
2023-02-10 03:00:00,635.779,440.714,730.634,580.331,343.101
2023-02-10 03:15:00,588.009,365.914,724.455,519.162,366.755
2023-02-10 03:30:00,620.888,410.698,733.653,570.520,354.997
2023-02-10 03:45:00,590.994,374.147,655.322,536.085,352.189
2023-02-10 04:00:00,565.526,391.241,643.918,515.671,347.428
2023-02-10 04:15:00,603.293,383.609,686.438,546.142,360.855
2023-02-10 04:30:00,579.851,372.034,691.725,505.070,298.482
2023-02-10 04:45:00,619.320,386.007,736.065,569.269,339.057
2023-02-10 05:00:00,565.274,382.525,628.522,517.289,341.118
2023-02-10 05:15:00,569.610,425.480,685.361,501.844,389.308
2023-02-10 05:30:00,552.952,352.312,648.906,536.195,324.384
2023-02-10 05:45:00,613.139,391.147,726.531,571.016,358.523
2023-02-10 06:00:00,613.473,398.129,722.065,580.228,389.603
2023-02-10 06:15:00,565.117,373.831,676.413,502.116,358.723
2023-02-10 06:30:00,580.590,369.909,637.829,483.345,359.859
2023-02-10 06:45:00,617.715,391.708,716.455,606.666,369.269
2023-02-10 07:00:00,608.886,397.839,732.456,563.886,329.292
2023-02-10 07:15:00,592.530,341.368,717.113,553.128,328.572
2023-02-10 07:30:00,516.367,321.954,629.476,482.111,310.069
2023-02-10 07:45:00,514.840,284.621,563.716,482.431,318.751
2023-02-10 08:00:00,494.373,309.026,635.033,431.422,339.471
2023-02-10 08:15:00,503.285,303.429,635.261,440.389,321.897
2023-02-10 08:30:00,488.992,333.520,534.645,427.301,304.142
2023-02-10 08:45:00,529.175,325.584,598.983,498.970,326.618
2023-02-10 09:00:00,495.817,313.143,592.114,429.459,343.068
2023-02-10 09:15:00,459.122,244.733,504.904,388.759,305.945
2023-02-10 09:30:00,410.804,292.582,491.040,363.804,296.337
2023-02-10 09:45:00,471.750,279.477,549.287,428.020,299.986
2023-02-10 10:00:00,452.451,282.026,561.557,415.162,266.285
2023-02-10 10:15:00,449.121,311.381,530.240,402.493,311.421
2023-02-10 10:30:00,377.060,264.635,368.642,357.551,276.634
2023-02-10 10:45:00,364.203,208.962,446.439,360.740,283.096
2023-02-10 11:00:00,392.306,268.173,490.500,362.003,278.436
2023-02-10 11:15:00,369.909,211.723,423.377,365.880,311.522
2023-02-10 11:30:00,312.454,208.903,364.054,299.556,228.026
2023-02-10 11:45:00,334.920,198.091,389.993,287.116,234.395
2023-02-10 12:00:00,296.251,167.185,321.959,253.923,235.197
2023-02-10 12:15:00,354.328,231.195,486.501,306.243,256.421
2023-02-10 12:30:00,332.033,197.733,356.801,301.270,249.301
2023-02-10 12:45:00,322.932,260.370,401.066,290.962,247.405
2023-02-10 13:00:00,290.534,173.403,363.662,280.376,230.429
2023-02-10 13:15:00,270.032,145.722,295.885,244.978,218.201
2023-02-10 13:30:00,290.344,166.252,303.931,272.565,218.306
2023-02-10 13:45:00,323.887,210.092,369.063,272.283,259.564
2023-02-10 14:00:00,319.764,210.646,390.042,299.499,269.357
2023-02-10 14:15:00,317.786,214.299,375.271,281.838,306.420
2023-02-10 14:30:00,316.285,228.373,421.835,278.854,253.154
2023-02-10 14:45:00,314.024,162.343,342.323,274.680,265.930
2023-02-10 15:00:00,301.261,219.748,328.421,310.408,244.409
2023-02-10 15:15:00,306.231,176.202,380.379,255.779,255.203
2023-02-10 15:30:00,340.037,231.065,337.656,327.722,254.717
2023-02-10 15:45:00,295.805,235.301,322.156,271.115,233.127
2023-02-10 16:00:00,341.150,201.791,388.143,283.937,252.193
2023-02-10 16:15:00,300.167,174.116,344.736,269.608,274.205
2023-02-10 16:30:00,328.337,187.812,361.342,250.666,283.425
